attributes,business_id,categories,name,review_count,stars,state
"{'OutdoorSeating': 'True', 'RestaurantsPriceRange2': '3', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'WiFi': ""u'no'"", 'BikeParking': 'True'}",QD61fmXTp476qfS0dpt2Lw,"Coffee & Tea, Restaurants, Health Markets, Specialty Food, Grocery, Food",Strawberry Fields,35,3,IL
{'RestaurantsReservations': 'False'},uMHk2kudlAN94fFVNdYhxw,"Restaurants, Fast Food, Seafood",Long John Silver's,6,2,IL
"{'Corkage': 'False', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsPriceRange2': '2', 'WiFi': ""u'no'"", 'RestaurantsTakeOut': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsAttire': ""'casual'"", 'RestaurantsDelivery': 'True', 'HasTV': 'False', 'OutdoorSeating': 'False', 'RestaurantsGoodForGroups': 'True', 'Caters': 'False', 'Alcohol': ""'none'"", 'GoodForKids': 'True', 'BYOBCorkage': ""'yes_free'"", 'BikeParking': 'True', 'RestaurantsReservations': 'False', 'NoiseLevel': ""u'average'""}",E6QAh8UPRo6Tlg6hkcWCHw,"Indian, Pakistani, Restaurants",Bombay Indian Grill,89,3.5,IL
"{'RestaurantsTableService': 'False', 'RestaurantsPriceRange2': '2', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'OutdoorSeating': 'False', 'RestaurantsDelivery': 'False', 'GoodForKids': 'False', 'BikeParking': 'True', 'RestaurantsReservations': 'False', 'Ambience': 'None', 'NoiseLevel': ""u'average'"", 'Caters': 'False', 'RestaurantsAttire': ""u'casual'"", 'WiFi': ""u'no'"", 'Alcohol': ""u'none'"", 'RestaurantsTakeOut': 'True', 'BusinessAcceptsCreditCards': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'HasTV': 'False', 'RestaurantsGoodForGroups': 'False'}",4hWDMVtfnpyY72_5QMbthA,"Restaurants, Specialty Food, Food, Meat Shops, Delis",Old Time Meat & Deli Shoppe,46,5,IL
"{'BusinessAcceptsCreditCards': 'True', 'BikeParking': 'True', 'RestaurantsPriceRange2': '1', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'OutdoorSeating': 'True', 'RestaurantsAttire': ""'casual'"", 'RestaurantsGoodForGroups': 'False', 'RestaurantsReservations': 'False', 'GoodForKids': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'ByAppointmentOnly': 'False', 'WiFi': ""'free'"", 'Caters': 'False', 'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'False', 'Alcohol': ""'none'""}",e0prCZXtHGQIKeQ_wTW3uw,"Salad, Desserts, Food, Restaurants, Cafes, American (Traditional), Coffee & Tea",Cafe Kopi,170,4,IL
"{'RestaurantsDelivery': 'False', 'BusinessAcceptsCreditCards': 'True', 'GoodForKids': 'True', 'RestaurantsReservations': 'False', 'RestaurantsTakeOut': 'True'}",qQu--8A6Ic0rytLfI1r4dg,"Fast Food, Restaurants, Burgers",Wendy's,4,1.5,IL
"{'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'Caters': 'True', 'RestaurantsPriceRange2': '2', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsTakeOut': 'True', 'BusinessAcceptsCreditCards': 'True', 'NoiseLevel': ""u'average'"", 'RestaurantsGoodForGroups': 'True', 'GoodForKids': 'True', 'RestaurantsReservations': 'True', 'OutdoorSeating': 'True', 'BYOBCorkage': ""'no'"", 'RestaurantsAttire': ""'casual'"", 'Alcohol': ""'full_bar'"", 'RestaurantsDelivery': 'False', 'WiFi': ""u'no'"", 'HasTV': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'BikeParking': 'True'}",qeJnMI5RmyJ2TZvkqvjn6Q,"Caterers, Pizza, Restaurants, Event Planning & Services, Italian",Biaggi's Ristorante Italiano,178,3.5,IL
"{'RestaurantsTakeOut': 'True', 'DriveThru': 'False', 'OutdoorSeating': 'False', 'RestaurantsTableService': 'False', 'BusinessAcceptsCreditCards': 'True', 'Alcohol': ""'none'"", 'GoodForKids': 'True', 'HasTV': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BikeParking': 'True', 'RestaurantsAttire': ""'casual'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'Caters': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': True}"", 'RestaurantsPriceRange2': '1', 'NoiseLevel': ""'loud'"", 'WiFi': ""'free'"", 'RestaurantsDelivery': 'False', 'RestaurantsReservations': 'False', 'RestaurantsGoodForGroups': 'True'}",SFh9uHtGR1lVPH2RTS2SWQ,"Burgers, Restaurants, Fast Food, American (Traditional)",McDonalds,21,3,IL
"{'RestaurantsReservations': 'False', 'RestaurantsGoodForGroups': 'True', 'GoodForKids': 'True', 'RestaurantsDelivery': 'True', 'WiFi': ""u'no'"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'OutdoorSeating': 'False', 'RestaurantsAttire': ""u'casual'"", 'BikeParking': 'True', 'RestaurantsPriceRange2': '2', 'Alcohol': ""u'none'"", 'NoiseLevel': ""u'average'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'BusinessAcceptsCreditCards': 'True', 'HasTV': 'False', 'RestaurantsTakeOut': 'True'}",BvARTl3t-aztQ9HPKc9xGQ,"Italian, Chicken Wings, Sandwiches, Restaurants, Pizza",Domino's Pizza,18,2.5,IL
"{'RestaurantsDelivery': 'False', 'OutdoorSeating': 'False', 'RestaurantsPriceRange2': '1', 'HasTV': 'False', 'RestaurantsAttire': ""'casual'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'DogsAllowed': 'False', 'WheelchairAccessible': 'True', 'BestNights': ""{'monday': False, 'tuesday': False, 'friday': False, 'wednesday': False, 'thursday': False, 'sunday': False, 'saturday': False}"", 'WiFi': ""u'no'"", 'BusinessAcceptsCreditCards': 'True', 'GoodForKids': 'True', 'Smoking': ""u'no'"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'BikeParking': 'True', 'NoiseLevel': ""u'average'"", 'CoatCheck': 'False', 'Alcohol': ""u'none'"", 'GoodForDancing': 'False', 'RestaurantsTableService': 'False', 'RestaurantsReservations': 'False', 'Caters': 'False', 'RestaurantsGoodForGroups': 'True', 'HappyHour': 'False', 'RestaurantsTakeOut': 'True', 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': True, 'upscale': False, 'classy': False, 'casual': True}"", 'BusinessAcceptsBitcoin': 'False'}",a39B-BfbCipNkNH7vwCfug,"Chinese, Asian Fusion, Lounges, Restaurants, Bars, Nightlife, Noodles",Mid-Summer Lounge,62,4,IL
"{'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'Caters': 'False', 'HasTV': 'False', 'RestaurantsGoodForGroups': 'True', 'RestaurantsReservations': 'True', 'Alcohol': ""u'full_bar'"", 'RestaurantsAttire': ""u'casual'"", 'RestaurantsDelivery': 'False', 'OutdoorSeating': 'True', 'GoodForKids': 'True', 'RestaurantsPriceRange2': '2', 'BikeParking': 'True', 'BusinessParking': ""{'garage': True, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'BusinessAcceptsCreditCards': 'True', 'NoiseLevel': ""u'average'"", 'WiFi': ""u'free'"", 'RestaurantsTakeOut': 'True'}",XuByFsXXhnKmZ6hxucOj7A,"Mongolian, American (New), Restaurants",301 Mongolia,60,3.5,IL
"{'RestaurantsDelivery': 'True', 'HasTV': 'True', 'RestaurantsTakeOut': 'True', 'BusinessAcceptsCreditCards': 'True', 'OutdoorSeating': 'False', 'GoodForKids': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'RestaurantsPriceRange2': '2', 'RestaurantsAttire': ""'casual'"", 'RestaurantsReservations': 'False', 'RestaurantsGoodForGroups': 'True', 'NoiseLevel': ""'average'""}",xJ8UiVH7yDXpCkxNyVw7EA,"Vegetarian, Mexican, Restaurants",Mas Amigos,17,3,IL
"{'RestaurantsTakeOut': 'True', 'Alcohol': ""u'full_bar'"", 'RestaurantsAttire': ""u'casual'"", 'GoodForKids': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsReservations': 'False', 'NoiseLevel': ""u'quiet'"", 'OutdoorSeating': 'False', 'RestaurantsPriceRange2': '2', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsDelivery': 'False'}",L57D-jGExAu6HwjByT8BOQ,"Restaurants, Breakfast & Brunch, American (New)",Uncle Jack's Family Restaurant,9,3.5,IL
"{'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsPriceRange2': '1', 'BusinessAcceptsCreditCards': 'True', 'GoodForKids': 'True', 'RestaurantsAttire': ""'casual'"", 'BikeParking': 'True', 'BusinessAcceptsBitcoin': 'False', 'WiFi': ""u'free'"", 'RestaurantsDelivery': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsReservations': 'False', 'RestaurantsTakeOut': 'True', 'Alcohol': ""'none'"", 'OutdoorSeating': 'False', 'NoiseLevel': ""u'average'"", 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'HasTV': 'True', 'Caters': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'BYOBCorkage': ""'no'""}",kyXEnWKQGWSThY6EcjORuw,"Mediterranean, Salad, Restaurants, Greek",Zorba's Restaurant,121,3.5,IL
"{'RestaurantsGoodForGroups': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsAttire': ""'casual'"", 'RestaurantsPriceRange2': '1'}",wFBvqxzfkPgzG2EmGKcguw,Restaurants,Office the,4,2,IL
"{'RestaurantsTakeOut': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'Caters': 'False', 'Alcohol': ""u'none'"", 'RestaurantsReservations': 'False', 'HasTV': 'False', 'RestaurantsDelivery': 'False', 'RestaurantsPriceRange2': '2', 'RestaurantsGoodForGroups': 'True', 'WiFi': ""'no'"", 'BikeParking': 'False', 'OutdoorSeating': 'False', 'RestaurantsAttire': ""u'casual'"", 'BusinessAcceptsCreditCards': 'True', 'NoiseLevel': ""u'average'"", 'GoodForKids': 'True'}",eY8afQl17K4N2bf3z6nkCQ,"American (New), Breakfast & Brunch, Buffets, Restaurants",HomeTown Buffet,22,2,IL
"{'GoodForKids': 'False', 'NoiseLevel': ""u'loud'"", 'RestaurantsReservations': 'False', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': True, 'upscale': False, 'casual': False}"", 'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True', 'HasTV': 'False', 'RestaurantsGoodForGroups': 'True', 'RestaurantsTakeOut': 'False', 'BikeParking': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'OutdoorSeating': 'True', 'Alcohol': ""'full_bar'"", 'Caters': 'False', 'RestaurantsDelivery': 'False', 'RestaurantsAttire': ""u'casual'""}",PGUuVJEzM0H-ZMB6m1D6Ig,"Wine Bars, Restaurants, Lounges, Beer, Wine & Spirits, Gastropubs, Food, Bars, Nightlife",Boltini Lounge,73,4,IL
"{'RestaurantsPriceRange2': '2', 'GoodForKids': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsReservations': 'True', 'BYOBCorkage': ""'no'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsAttire': ""'casual'"", 'OutdoorSeating': 'False'}",0LCgN42C9H6iqClFevdiBA,"Greek, Mediterranean, Restaurants",Papa George,10,3.5,IL
"{'RestaurantsTakeOut': 'True', 'RestaurantsAttire': ""'casual'"", 'OutdoorSeating': 'False', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsDelivery': 'True', 'RestaurantsReservations': 'False', 'RestaurantsGoodForGroups': 'False', 'GoodForKids': 'True', 'RestaurantsPriceRange2': '1', 'BikeParking': 'False', 'HasTV': 'False'}",DFZnNrIZu1_oHv-4aaxJbg,"Thai, Vietnamese, Restaurants, Asian Fusion",Taste Of Thai,16,4.5,IL
"{'OutdoorSeating': 'False', 'RestaurantsReservations': 'False', 'Caters': 'False', 'RestaurantsGoodForGroups': 'False', 'RestaurantsPriceRange2': '1', 'BusinessAcceptsCreditCards': 'False', 'Corkage': 'False', 'RestaurantsTakeOut': 'True', 'HasTV': 'False', 'RestaurantsDelivery': 'False', 'GoodForKids': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': True}"", 'NoiseLevel': ""u'average'"", 'Alcohol': ""'none'"", 'BYOBCorkage': ""'yes_free'"", 'BikeParking': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsAttire': ""'casual'"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'WiFi': ""u'no'""}",Gvox18F9QxsSS9qG2O8E-A,"Mediterranean, Restaurants, Breakfast & Brunch, Diners",Sam's Cafe,94,4,IL
"{'NoiseLevel': ""u'average'"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'RestaurantsPriceRange2': '2', 'WiFi': ""u'no'"", 'BikeParking': 'True', 'Caters': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'BusinessAcceptsCreditCards': 'True', 'HasTV': 'False', 'RestaurantsTakeOut': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'RestaurantsGoodForGroups': 'True', 'Alcohol': ""u'none'"", 'RestaurantsReservations': 'True', 'OutdoorSeating': 'False', 'RestaurantsAttire': ""u'casual'"", 'GoodForKids': 'True', 'BusinessAcceptsBitcoin': 'False', 'RestaurantsDelivery': 'False'}",t_yiQnxUDdPPCN2z4QyezA,"Taiwanese, Chinese, Dim Sum, Restaurants",Golden Harbor Authentic Chinese Cuisine,402,4.5,IL
"{'NoiseLevel': ""u'very_loud'"", 'BikeParking': 'False', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'RestaurantsDelivery': 'False', 'HasTV': 'True', 'OutdoorSeating': 'False', 'WiFi': ""u'free'"", 'RestaurantsAttire': ""'casual'"", 'RestaurantsPriceRange2': '4', 'BusinessAcceptsCreditCards': 'True', 'GoodForKids': 'True', 'Alcohol': ""u'full_bar'"", 'RestaurantsTakeOut': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsReservations': 'True', 'RestaurantsGoodForGroups': 'True'}",OBRf8DQVw61CDrZvwXLGlQ,"Party & Event Planning, Event Planning & Services, Restaurants, Venues & Event Spaces, Resorts, Hotels, Hotels & Travel",Holiday Inn Hotel Champaign/Urbana,16,2.5,IL
"{'RestaurantsReservations': 'False', 'GoodForKids': 'True', 'DriveThru': 'False', 'WiFi': ""'no'"", 'RestaurantsTableService': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'BikeParking': 'True', 'RestaurantsAttire': ""'casual'"", 'OutdoorSeating': 'False', 'RestaurantsDelivery': 'False', 'RestaurantsTakeOut': 'True', 'RestaurantsGoodForGroups': 'True', 'Alcohol': ""u'none'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '1', 'NoiseLevel': ""u'average'"", 'Caters': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'HasTV': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}""}",U7T6ioQJ17YPh_LG6xDTWA,"Fast Food, Restaurants, Sandwiches, Salad",Which Wich,18,3.5,IL
"{'RestaurantsTableService': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'HasTV': 'True', 'BikeParking': 'False', 'RestaurantsTakeOut': 'False', 'Caters': 'False', 'OutdoorSeating': 'False', 'RestaurantsPriceRange2': '2', 'GoodForKids': 'True', 'WiFi': ""u'no'"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}"", 'RestaurantsGoodForGroups': 'True', 'RestaurantsDelivery': 'False', 'RestaurantsReservations': 'False', 'BusinessAcceptsCreditCards': 'True', 'NoiseLevel': ""u'average'"", 'RestaurantsAttire': ""u'casual'""}",xistlMeIIjG21z2SaWvfVQ,"Korean, Shanghainese, Chinese, Dim Sum, Restaurants, Barbeque",Kung Fu BBQ,45,3.5,IL
"{'GoodForKids': 'True', 'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsGoodForGroups': 'True', 'BusinessParking': ""{'garage': True, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'HasTV': 'True', 'RestaurantsTakeOut': 'True', 'Music': ""{'dj': False, 'background_music': True, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}"", 'NoiseLevel': ""u'average'"", 'RestaurantsReservations': 'False', 'HappyHour': 'False', 'RestaurantsPriceRange2': '2', 'Alcohol': ""u'full_bar'"", 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'OutdoorSeating': 'False', 'RestaurantsAttire': ""'casual'"", 'RestaurantsDelivery': 'False', 'GoodForDancing': 'False', 'WiFi': ""u'no'""}",kNtToQSP_Y5U8tznLXuCaw,"Bars, Nightlife, Pubs, Restaurants",Farren's Pub & Eatery,263,4,IL
"{'RestaurantsPriceRange2': '1', 'HasTV': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'BusinessAcceptsCreditCards': 'True', 'NoiseLevel': ""u'average'"", 'Caters': 'False', 'GoodForKids': 'True', 'RestaurantsDelivery': 'False', 'Alcohol': ""'none'"", 'OutdoorSeating': 'False', 'BikeParking': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsGoodForGroups': 'True', 'RestaurantsAttire': ""'casual'"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'WiFi': ""u'free'"", 'RestaurantsReservations': 'False', 'RestaurantsTakeOut': 'True'}",aFJ8NSdpJi9LcaMm6ICowQ,"Burgers, Restaurants, Fast Food",Burger King,15,1.5,IL
"{'NoiseLevel': ""u'average'"", 'HasTV': 'False', 'Caters': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '1', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'OutdoorSeating': 'False', 'WiFi': ""'free'"", 'RestaurantsAttire': ""u'casual'"", 'RestaurantsDelivery': 'False', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsReservations': 'False', 'RestaurantsTakeOut': 'True', 'GoodForKids': 'True', 'Alcohol': ""u'none'""}",BKNPoWf3bQoxFWf-Kjt3wQ,"Fast Food, Chicken Shop, Chicken Wings, Restaurants",KFC,7,3,IL
"{'RestaurantsDelivery': 'False', 'Ambience': 'None', 'BusinessParking': 'None', 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '1', 'RestaurantsAttire': ""u'casual'"", 'NoiseLevel': ""u'loud'"", 'OutdoorSeating': 'False', 'HasTV': 'False', 'RestaurantsTableService': 'False', 'WiFi': 'None', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsTakeOut': 'True', 'Alcohol': ""u'none'"", 'RestaurantsReservations': 'None', 'GoodForKids': 'True', 'DriveThru': 'False'}",MA5R-mV6ljRM1MK6Mdiv5g,"Banks & Credit Unions, Chinese, Fast Food, Financial Services, Restaurants",Panda Express,8,3.5,IL
"{'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'BikeParking': 'True', 'HasTV': 'False', 'WiFi': ""'no'"", 'NoiseLevel': ""'quiet'"", 'RestaurantsTakeOut': 'True', 'RestaurantsTableService': 'False', 'RestaurantsGoodForGroups': 'True', 'Caters': 'True', 'RestaurantsAttire': ""'casual'"", 'BusinessAcceptsCreditCards': 'True', 'OutdoorSeating': 'True', 'RestaurantsPriceRange2': '1', 'GoodForKids': 'True', 'WheelchairAccessible': 'True', 'Alcohol': ""u'none'"", 'BusinessAcceptsBitcoin': 'False', 'DogsAllowed': 'True', 'RestaurantsReservations': 'False', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsDelivery': 'False'}",JENZ-Yjl6D5ZPqV5fPSO3g,"Caterers, Food Trucks, Food, Event Planning & Services, Desserts, Street Vendors, Caribbean, Restaurants",Caribbean Grill Food Truck,31,4.5,IL
"{'RestaurantsReservations': 'False', 'OutdoorSeating': 'False', 'RestaurantsDelivery': 'False', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsAttire': ""'casual'"", 'Corkage': 'False', 'BYOBCorkage': ""'yes_free'"", 'RestaurantsTakeOut': 'True', 'RestaurantsGoodForGroups': 'True', 'GoodForKids': 'True', 'RestaurantsPriceRange2': '1', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'Alcohol': ""u'none'""}",XtJj67rKT16a4tQw7bxtyw,"Restaurants, Thai",Basil Thai Cafe,13,2.5,IL
"{'BusinessAcceptsCreditCards': 'True', 'RestaurantsReservations': 'False', 'RestaurantsPriceRange2': '1', 'RestaurantsAttire': ""'casual'"", 'RestaurantsGoodForGroups': 'False', 'RestaurantsTakeOut': 'False', 'OutdoorSeating': 'False', 'GoodForKids': 'True', 'BikeParking': 'False', 'HasTV': 'False', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'RestaurantsDelivery': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}""}",Y0_KRVDTasHCTh_P-WRSqg,"Hot Dogs, Burgers, Restaurants",Burger King,7,2,IL
"{'RestaurantsReservations': 'False', 'RestaurantsDelivery': 'False', 'WiFi': ""u'no'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'Caters': 'False', 'RestaurantsTakeOut': 'False', 'RestaurantsAttire': ""u'casual'"", 'OutdoorSeating': 'False', 'HasTV': 'False', 'RestaurantsPriceRange2': '1', 'RestaurantsGoodForGroups': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'Alcohol': ""u'none'"", 'BusinessAcceptsCreditCards': 'False', 'GoodForKids': 'True', 'NoiseLevel': ""u'average'"", 'BikeParking': 'False'}",bVt5eOVdpZzg83qlW9Rl2g,"Pizza, Italian, Restaurants",Monical's Pizza,24,3.5,IL
"{'RestaurantsTableService': 'False', 'RestaurantsDelivery': 'False', 'RestaurantsPriceRange2': '1', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'BikeParking': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsAttire': ""'casual'"", 'HasTV': 'False', 'GoodForKids': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsReservations': 'False'}",VRKJpWhQeUE_38jnKrgsrA,"Food, Food Trucks, Korean, Restaurants",ROKs Tacos - Korean BBQ Tacos,9,3,IL
"{'RestaurantsGoodForGroups': 'False', 'RestaurantsTakeOut': 'False', 'GoodForKids': 'False', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'RestaurantsAttire': ""u'casual'"", 'OutdoorSeating': 'False', 'HasTV': 'False', 'RestaurantsDelivery': 'True', 'RestaurantsPriceRange2': '1'}",3TBouLwX21Ic5cJNlAl7Eg,"Restaurants, Pizza",Drew's Pizza,12,3,IL
